"tahun,""bulan"",""jenis"",""kode_trayek"",""trayek"",""jumlah_penumpang"""
"2021,8,""Mikrotrans"",""JAK.85"",""Bintara - Cipinang Indah"",19989.0"
"2021,8,""Mikrotrans"",""JAK.84"",""Terminal Kampung Melayu - Kapin Raya"",33638.0"
"2021,8,""Mikrotrans"",""JAK.80"",""Rawa Buaya - Rawa Kompeni"",46653.0"
"2021,8,""Mikrotrans"",""JA.77"",""Tanjung Priok - Jembatan Item"",47157.0"
"2021,8,""Mikrotrans"",""JAK.75"",""Cililitan - Kp. Pulo"",34670.0"
"2021,8,""Mikrotrans"",""JAK.74"",""Terminal Rawamangun - Cipinang Muara"",27982.0"
"2021,8,""Mikrotrans"",""JAK.73"",""Jambore Cibubur - Pasar Rebo"",50707.0"
"2021,8,""Mikrotrans"",""JAK.72"",""Kampung Rambutan - Pasar Rebo via Poncol"",64823.0"
"2021,8,""Mikrotrans"",""JAK.71"",""Kampung Rambutan - Pinang Ranti"",48103.0"
"2021,8,""Mikrotrans"",""JAK.64"",""Lenteng Agung - Aseli"",35068.0"
"2021,8,""Mikrotrans"",""JAK.61"",""Cempaka Putih - Pulo Gadung via Kelapa Gading"",20802.0"
"2021,8,""Mikrotrans"",""JAK.60"",""Kelapa Gading - Rusun Kemayoran"",44923.0"
"2021,8,""Mikrotrans"",""JAK.59"",""Rawamangun - Tanah Merah"",43369.0"
"2021,8,""Mikrotrans"",""JAK.58"",""Cilingcing - Rorotan"",62761.0"
"2021,8,""Mikrotrans"",""JAK.56"",""Grogol - Srengseng"",33731.0"
"2021,8,""Mikrotrans"",""JAK.54"",""Grogol - Benhil"",30485.0"
"2021,8,""Mikrotrans"",""JAK.53"",""Grogol - Pos Pengumben via Slipi"",28991.0"
"2021,8,""Mikrotrans"",""JAK.52"",""Kalideres - Muara Angke"",51132.0"
"2021,8,""Mikrotrans"",""JAK.51"",""Taman Kota - Budi Luhur"",75413.0"
"2021,8,""Mikrotrans"",""JAK.50"",""Kalideres - Puri Kembangan"",45605.0"
"2021,8,""Mikrotrans"",""JAK.49"",""Lebak Bulus - Cipulir"",29621.0"
"2021,8,""Mikrotrans"",""JAK.47"",""Pasar Minggu - Ciganjur via KB Ragunan"",30006.0"
"2021,8,""Mikrotrans"",""JAK.46"",""Pasar Minggu - Jagakarsa"",55148.0"
"2021,8,""Mikrotrans"",""JAK.45"",""Lebak Bulus - Ragunan"",32335.0"
"2021,8,""Mikrotrans"",""JAK.44"",""Andara - Stasiun Universitas Pancasila"",46374.0"
"2021,8,""Mikrotrans"",""JAK.43"",""Tongtek - Cililitan"",58213.0"
"2021,8,""Mikrotrans"",""JAK.42"",""Kampung Melayu - Pondok Kelapa"",47589.0"
"2021,8,""Mikrotrans"",""JAK.41"",""Kampung Melayu - Ppulo Gadung"",32666.0"
"2021,8,""Mikrotrans"",""JAK.40"",""Harapan Baru - Pulo Gebang via Rawa Kuning"",22353.0"
"2021,8,""Mikrotrans"",""JAK.39"",""Kalimalang - Duren Sawit"",43139.0"
"2021,8,""Mikrotrans"",""JAK.38"",""Bulak Ringin - Kampung Rambutan"",33889.0"
"2021,8,""Mikrotrans"",""JAK.37"",""Cililitan - Condet via Kayu Manis"",37567.0"
"2021,8,""Mikrotrans"",""JAK.36"",""Cilangkap - Cililitan"",46615.0"
"2021,8,""Mikrotrans"",""JAK.35"",""Pangkalan  Jati - Rawamangun"",22681.0"
"2021,8,""Mikrotrans"",""JAK.34"",""Rawamangun - Klender"",46147.0"
"2021,8,""Mikrotrans"",""JAK.33"",""Pulo Gadung - Kota"",36510.0"
"2021,8,""Mikrotrans"",""JAK.32"",""Lebak Bulus - Petukangan"",52495.0"
"2021,8,""Mikrotrans"",""JAK.31"",""Blok M - Andara"",42042.0"
"2021,8,""Mikrotrans"",""JAK.30"",""Grogol - Meruya via Roxy"",98364.0"
"2021,8,""Mikrotrans"",""JAK.29"",""Tanjung Priok - Sukapura"",76445.0"
"2021,8,""Mikrotrans"",""JAK.28"",""Kp. Rambutan - Taman Wiladatika"",43060.0"
"2021,8,""Mikrotrans"",""JAK.27"",""Pulo Gebang - Rorotan"",26092.0"
"2021,8,""Mikrotrans"",""JAK.26"",""Rawamangun - Duren Sawit"",27039.0"
"2021,8,""Mikrotrans"",""JAK.25"",""Kp. Rambutan - Kalisari"",36277.0"
"2021,8,""Mikrotrans"",""JAK.24"",""Senen - Pulo Gadung via Kelapa Gading"",49233.0"
"2021,8,""Mikrotrans"",""JAK.22"",""Dwikora - Penas Kalimalang"",13571.0"
"2021,8,""Mikrotrans"",""JAK.21"",""Cililitan - Dwikora"",50101.0"
"2021,8,""Mikrotrans"",""JAK.20"",""Cawang UKI - Lubang Buaya"",38834.0"
"2021,8,""Mikrotrans"",""JAK,19"",""Pinang Ranti - Kampung Rambutan"",72845.0"
"2021,8,""Mikrotrans"",""JAK.18"",""Kalibata - Kuningan"",21168.0"
"2021,8,""Mikrotrans"",""JAK.17"",""Senen - Pulo Gadung "",31113.0"
"2021,8,""Mikrotrans"",""JAK.16"",""Cililitan - Condet via Kayu Manis"",48505.0"
"2021,8,""Mikrotrans"",""JAK.15"",""Bulak Turi - Tanjung Priok"",81655.0"
"2021,8,""Mikrotrans"",""JAK.14"",""Tanah Abang - Meruya"",51129.0"
"2021,8,""Mikrotrans"",""JAK.13"",""Tanah Abang - Kota Intan via Jembatan Lima"",13403.0"
"2021,8,""Mikrotrans"",""JAK.12"",""Tanah Abang - Kebayoran Lama via Pos Pengumben"",48687.0"
"2021,8,""Mikrotrans"",""JAK.117"",""Tanjung Priok - Tanah Merdeka"",60534.0"
"2021,8,""Mikrotrans"",""JAK.112"",""Terminal Tanah Merah - Pulo Gadung"",37541.0"
"2021,8,""Mikrotrans"",""JAK.11"",""Tanah Abang - Kebayoran Lama "",53707.0"
"2021,8,""Mikrotrans"",""JAK.10"",""Tanah Abang - Kota "",36689.0"
"2021,8,""Mikrotrans"",""JAK.09"",""Roxy Mas - Karet"",17927.0"
"2021,8,""Mikrotrans"",""JAK.08"",""Roxy - Benhil"",27251.0"
"2021,8,""Mikrotrans"",""JAK.07"",""Tanah Abang - Grogol via Tawakal"",34491.0"
"2021,8,""Mikrotrans"",""JAK.06"",""Kampung Rambutan - Pondok Gede"",45647.0"
"2021,8,""Mikrotrans"",""JAK.05"",""Semper - Rorotan"",43302.0"
"2021,8,""Mikrotrans"",""JAK.04"",""Grogol - Tubagus Angke"",37882.0"
"2021,8,""Mikrotrans"",""JAK.03"",""Lebak Bulus - Andara"",24756.0"
"2021,8,""Mikrotrans"",""JAK.02"",""Kampung Melayu - Duren Sawit"",31289.0"
"2021,8,""Mikrotrans"",""JAK.01"",""Tanjung Priok - Plumpang"",46703.0"
"2021,8,""BRT"",""9"",""Pinang Ranti - Pluit"",399358.0"
"2021,8,""BRT"",""8"",""Lebak Bulus - Harmoni"",248009.0"
"2021,8,""BRT"",""7"",""Kampung Rambutan - Kampung Melayu"",211537.0"
"2021,8,""BRT"",""6"",""Ragunan - Dukuh Atas 2"",194549.0"
"2021,8,""BRT"",""5"",""Kampung Melayu - Ancol"",228704.0"
"2021,8,""BRT"",""4"",""Pulo Gadung 2 - Tosari"",147131.0"
"2021,8,""BRT"",""3"",""Kalideres - Pasar Baru"",263067.0"
"2021,8,""BRT"",""2"",""Pulo Gadung 1 - Harmoni"",182122.0"
"2021,8,""BRT"",""13"",""Ciledug - Tendean"",160187.0"
"2021,8,""BRT"",""12"",""Penjaringan - Sunter Bouleverd Barat"",80348.0"
"2021,8,""BRT"",""11"",""Pulo Gebang - Kampung Melayu"",74753.0"
"2021,8,""BRT"",""10"",""Tanjung Priok - PGC 2"",213453.0"
"2021,8,""BRT"",""1"",""Blok M - Kota"",462959.0"
"2021,8,""Angkutan Umum Integrasi"",""9H"",""Cipedak - Blok M"",11808.0"
"2021,8,""Angkutan Umum Integrasi"",""9E"",""Kebayoran Lama - Jelambar"",10317.0"
"2021,8,""Angkutan Umum Integrasi"",""9D"",""Pasar Minggu - Tanah Abang"",57029.0"
"2021,8,""Angkutan Umum Integrasi"",""8K"",""Batu Sari-Tanah Abang"",5714.0"
"2021,8,""Angkutan Umum Integrasi"",""8E"",""Bintaro - Blok M"",12951.0"
"2021,8,""Angkutan Umum Integrasi"",""8D"",""Joglo - Blok M"",16723.0"
"2021,8,""Angkutan Umum Integrasi"",""8C"",""Kebayoran Lama - Tanah Abang"",0.0"
"2021,8,""Angkutan Umum Integrasi"",""7P"",""Pondok Kelapa - BKN"",16352.0"
"2021,8,""Angkutan Umum Integrasi"",""7D"",""Pancoran - TMII"",11908.0"
"2021,8,""Angkutan Umum Integrasi"",""7B"",""Kampung Rambutan - Blok M"",46807.0"
"2021,8,""Angkutan Umum Integrasi"",""7A"",""Kampung Rambutan - Lebak Bulus"",46292.0"
"2021,8,""Angkutan Umum Integrasi"",""6R"",""Ragunan - Stasin MRT Fatmawati"",0.0"
"2021,8,""Angkutan Umum Integrasi"",""6N"",""Ragunan - Blok M via Kemang"",16390.0"
"2021,8,""Angkutan Umum Integrasi"",""6M"",""Stasiun Manggarai - Blok  M"",13300.0"
"2021,8,""Angkutan Umum Integrasi"",""6H"",""Senen - Lebak Bulus"",11982.0"
"2021,8,""Angkutan Umum Integrasi"",""6C"",""Stasin Tebet - Karet via Patra Kuningan"",48241.0"
"2021,8,""Angkutan Umum Integrasi"",""5M"",""Kampung Melayu - Tanah Abang via Cikini"",53175.0"
"2021,8,""Angkutan Umum Integrasi"",""5F"",""Kampung Melayu - Tanah Abang"",9152.0"
"2021,8,""Angkutan Umum Integrasi"",""5B"",""Stasiun Tebet - Bidara Cina"",3862.0"
"2021,8,""Angkutan Umum Integrasi"",""4F"",""Pinang Ranti - Pulo Gadung"",22307.0"
"2021,8,""Angkutan Umum Integrasi"",""4B"",""Stasiun Manggarai - UI"",18891.0"
"2021,8,""Angkutan Umum Integrasi"",""3E"",""Sentraland Cengkareng - Puri Kembangan"",16416.0"
"2021,8,""Angkutan Umum Integrasi"",""1R"",""Senen - Tanah Abang"",7866.0"
"2021,8,""Angkutan Umum Integrasi"",""1Q"",""Rempoa - Blok M"",18185.0"
"2021,8,""Angkutan Umum Integrasi"",""1P"",""Senen - Bundaran Senayan"",5409.0"
"2021,8,""Angkutan Umum Integrasi"",""1N"",""Tanah Abang - Blok M"",7796.0"
"2021,8,""Angkutan Umum Integrasi"",""1M"",""Meruya - Blok M"",15888.0"
"2021,8,""Angkutan Umum Integrasi"",""1H"",""Tanah Abang - Stasiun Gondangdia"",22581.0"
"2021,8,""Angkutan Umum Integrasi"",""1F"",""Stasiun Palmerah - Bundaran Senayan"",51375.0"
"2021,8,""Angkutan Umum Integrasi"",""1E"",""Pondok  Labu - Blok M"",11069.0"
"2021,8,""Angkutan Umum Integrasi"",""1C"",""Pesanggrahan - Blok M"",16271.0"
"2021,8,""Angkutan Umum Integrasi"",""1B"",""Stasiun Palmerah - Tosari"",0.0"
"2021,8,""Angkutan Umum Integrasi"",""1A "",""PIK - Balai Kota"",35608.0"
"2021,8,""Angkutan Umum Integrasi"",""12B"",""Pluit - Senen"",5602.0"
"2021,8,""Angkutan Umum Integrasi"",""11Q"",""Kampung Melayu - Pulo Gebang via BKT"",7829.0"
"2021,8,""Angkutan Umum Integrasi"",""11D"",""Pulo Gebang - Pulo Gadung 2 via PIK"",40578.0"
"2021,8,""Angkutan Umum Integrasi"",""10K"",""Tanjung Priok - Senen via Taman  BMW"",29478.0"
"2021,8,""Angkutan Umum Integrasi"",""GR4"",""Taman Kota Intan - Museum Bahari"",14.0"
"2021,8,""Angkutan Umum Integrasi"",""GR5"",""Kota Tua Explorer"",8.0"
"2021,9,""Mikrotrans"",""JAK.88"",""Terminal Tanjung Priok - Ancol Barat"",21569.0"
"2021,9,""Mikrotrans"",""JAK.85"",""Bintara - Cipinang Indah"",23109.0"
"2021,9,""Mikrotrans"",""JAK.84"",""Terminal Kampung Melayu - Kapin Raya"",36842.0"
"2021,9,""Mikrotrans"",""JAK.80"",""Rawa Buaya - Rawa Kompeni"",46648.0"
"2021,9,""Mikrotrans"",""JA.77"",""Tanjung Priok - Jembatan Item"",48302.0"
"2021,9,""Mikrotrans"",""JAK.75"",""Cililitan - Kp. Pulo"",35365.0"
"2021,9,""Mikrotrans"",""JAK.74"",""Terminal Rawamangun - Cipinang Muara"",30072.0"
"2021,9,""Mikrotrans"",""JAK.73"",""Jambore Cibubur - Pasar Rebo"",59539.0"
"2021,9,""Mikrotrans"",""JAK.72"",""Kampung Rambutan - Pasar Rebo via Poncol"",64779.0"
"2021,9,""Mikrotrans"",""JAK.71"",""Kampung Rambutan - Pinang Ranti"",48561.0"
"2021,9,""Mikrotrans"",""JAK.64"",""Lenteng Agung - Aseli"",40201.0"
"2021,9,""Mikrotrans"",""JAK.61"",""Cempaka Putih - Pulo Gadung via Kelapa Gading"",25171.0"
"2021,9,""Mikrotrans"",""JAK.60"",""Kelapa Gading - Rusun Kemayoran"",52090.0"
"2021,9,""Mikrotrans"",""JAK.59"",""Rawamangun - Tanah Merah"",49257.0"
"2021,9,""Mikrotrans"",""JAK.58"",""Cilingcing - Rorotan"",71733.0"
"2021,9,""Mikrotrans"",""JAK.56"",""Grogol - Srengseng"",34100.0"
"2021,9,""Mikrotrans"",""JAK.54"",""Grogol - Benhil"",33008.0"
"2021,9,""Mikrotrans"",""JAK.53"",""Grogol - Pos Pengumben via Slipi"",33250.0"
"2021,9,""Mikrotrans"",""JAK.52"",""Kalideres - Muara Angke"",53897.0"
"2021,9,""Mikrotrans"",""JAK.51"",""Taman Kota - Budi Luhur"",77687.0"
"2021,9,""Mikrotrans"",""JAK.50"",""Kalideres - Puri Kembangan"",50104.0"
"2021,9,""Mikrotrans"",""JAK.49"",""Lebak Bulus - Cipulir"",33207.0"
"2021,9,""Mikrotrans"",""JAK.47"",""Pasar Minggu - Ciganjur via KB Ragunan"",32568.0"
"2021,9,""Mikrotrans"",""JAK.46"",""Pasar Minggu - Jagakarsa"",60542.0"
"2021,9,""Mikrotrans"",""JAK.45"",""Lebak Bulus - Ragunan"",38024.0"
"2021,9,""Mikrotrans"",""JAK.44"",""Andara - Stasiun Universitas Pancasila"",50060.0"
"2021,9,""Mikrotrans"",""JAK.43"",""Tongtek - Cililitan"",69032.0"
"2021,9,""Mikrotrans"",""JAK.42"",""Kampung Melayu - Pondok Kelapa"",51065.0"
"2021,9,""Mikrotrans"",""JAK.41"",""Kampung Melayu - Pulo Gadung"",33668.0"
"2021,9,""Mikrotrans"",""JAK.40"",""Harapan Baru - Pulo Gebang via Rawa Kuning"",26059.0"
"2021,9,""Mikrotrans"",""JAK.39"",""Kalimalang - Duren Sawit"",48378.0"
"2021,9,""Mikrotrans"",""JAK.38"",""Bulak Ringin - Kampung Rambutan"",34714.0"
"2021,9,""Mikrotrans"",""JAK.37"",""Cililitan - Condet via Kayu Manis"",43800.0"
"2021,9,""Mikrotrans"",""JAK.36"",""Cilangkap - Cililitan"",49923.0"
"2021,9,""Mikrotrans"",""JAK.35"",""Pangkalan  Jati - Rawamangun"",26455.0"
"2021,9,""Mikrotrans"",""JAK.34"",""Rawamangun - Klender"",50790.0"
"2021,9,""Mikrotrans"",""JAK.33"",""Pulo Gadung - Kota"",38197.0"
"2021,9,""Mikrotrans"",""JAK.32"",""Lebak Bulus - Petukangan"",59259.0"
"2021,9,""Mikrotrans"",""JAK.31"",""Blok M - Andara"",46546.0"
"2021,9,""Mikrotrans"",""JAK.30"",""Grogol - Meruya via Roxy"",103286.0"
"2021,9,""Mikrotrans"",""JAK.29"",""Tanjung Priok - Sukapura"",82109.0"
"2021,9,""Mikrotrans"",""JAK.28"",""Kp. Rambutan - Taman Wiladatika"",44851.0"
"2021,9,""Mikrotrans"",""JAK.27"",""Pulo Gebang - Rorotan"",28362.0"
"2021,9,""Mikrotrans"",""JAK.26"",""Rawamangun - Duren Sawit"",29082.0"
"2021,9,""Mikrotrans"",""JAK.25"",""Kp. Rambutan - Kalisari"",38117.0"
"2021,9,""Mikrotrans"",""JAK.24"",""Senen - Pulo Gadung via Kelapa Gading"",55622.0"
"2021,9,""Mikrotrans"",""JAK.22"",""Dwikora - Penas Kalimalang"",18294.0"
"2021,9,""Mikrotrans"",""JAK.21"",""Cililitan - Dwikora"",60358.0"
"2021,9,""Mikrotrans"",""JAK.20"",""Cawang UKI - Lubang Buaya"",43086.0"
"2021,9,""Mikrotrans"",""JAK,19"",""Pinang Ranti - Kampung Rambutan"",80525.0"
"2021,9,""Mikrotrans"",""JAK.18"",""Kalibata - Kuningan"",22686.0"
"2021,9,""Mikrotrans"",""JAK.17"",""Senen - Pulo Gadung "",32948.0"
"2021,9,""Mikrotrans"",""JAK.16"",""Cililitan - Condet via Kayu Manis"",55189.0"
"2021,9,""Mikrotrans"",""JAK.15"",""Bulak Turi - Tanjung Priok"",88818.0"
"2021,9,""Mikrotrans"",""JAK.14"",""Tanah Abang - Meruya"",54146.0"
"2021,9,""Mikrotrans"",""JAK.13"",""Tanah Abang - Kota Intan via Jembatan Lima"",13942.0"
"2021,9,""Mikrotrans"",""JAK.12"",""Tanah Abang - Kebayoran Lama via Pos Pengumben"",47757.0"
"2021,9,""Mikrotrans"",""JAK.117"",""Tanjung Priok - Tanah Merdeka"",65450.0"
"2021,9,""Mikrotrans"",""JAK.112"",""Terminal Tanah Merah - Pulo Gadung"",42918.0"
"2021,9,""Mikrotrans"",""JAK.11"",""Tanah Abang - Kebayoran Lama "",55623.0"
"2021,9,""Mikrotrans"",""JAK.10"",""Tanah Abang - Kota "",39097.0"
"2021,9,""Mikrotrans"",""JAK.09"",""Roxy Mas - Karet"",20117.0"
"2021,9,""Mikrotrans"",""JAK.08"",""Roxy - Benhil"",31482.0"
"2021,9,""Mikrotrans"",""JAK.07"",""Tanah Abang - Grogol via Tawakal"",40234.0"
"2021,9,""Mikrotrans"",""JAK.06"",""Kampung Rambutan - Pondok Gede"",47876.0"
"2021,9,""Mikrotrans"",""JAK.05"",""Semper - Rorotan"",49580.0"
"2021,9,""Mikrotrans"",""JAK.04"",""Grogol - Tubagus Angke"",39425.0"
"2021,9,""Mikrotrans"",""JAK.03"",""Lebak Bulus - Andara"",29480.0"
"2021,9,""Mikrotrans"",""JAK.02"",""Kampung Melayu - Duren Sawit"",33996.0"
"2021,9,""Mikrotrans"",""JAK.01"",""Tanjung Priok - Plumpang"",50127.0"
"2021,9,""BRT"",""9"",""Pinang Ranti - Pluit"",576669.0"
"2021,9,""BRT"",""8"",""Lebak Bulus - Harmoni"",374777.0"
"2021,9,""BRT"",""7"",""Kampung Rambutan - Kampung Melayu"",320701.0"
"2021,9,""BRT"",""6"",""Ragunan - Dukuh Atas 2"",294430.0"
"2021,9,""BRT"",""5"",""Kampung Melayu - Ancol"",357909.0"
"2021,9,""BRT"",""4"",""Pulo Gadung 2 - Tosari"",225026.0"
"2021,9,""BRT"",""3"",""Kalideres - Pasar Baru"",398693.0"
"2021,9,""BRT"",""2"",""Pulo Gadung 1 - Harmoni"",277799.0"
"2021,9,""BRT"",""13"",""Ciledug - Tendean"",254820.0"
"2021,9,""BRT"",""12"",""Penjaringan - Sunter Bouleverd Barat"",121086.0"
"2021,9,""BRT"",""11"",""Pulo Gebang - Kampung Melayu"",116020.0"
"2021,9,""BRT"",""10"",""Tanjung Priok - PGC 2"",315308.0"
"2021,9,""BRT"",""1"",""Blok M - Kota"",735653.0"
"2021,9,""Angkutan Umum Integrasi"",""9H"",""Cipedak - Blok M"",15763.0"
"2021,9,""Angkutan Umum Integrasi"",""9E"",""Kebayoran Lama - Jelambar"",15640.0"
"2021,9,""Angkutan Umum Integrasi"",""9D"",""Pasar Minggu - Tanah Abang"",70179.0"
"2021,9,""Angkutan Umum Integrasi"",""8K"",""Batu Sari-Tanah Abang"",8898.0"
"2021,9,""Angkutan Umum Integrasi"",""8E"",""Bintaro - Blok M"",16354.0"
"2021,9,""Angkutan Umum Integrasi"",""8D"",""Joglo - Blok M"",21647.0"
"2021,9,""Angkutan Umum Integrasi"",""8C"",""Kebayoran Lama - Tanah Abang"",0.0"
"2021,9,""Angkutan Umum Integrasi"",""7P"",""Pondok Kelapa - BKN"",22113.0"
"2021,9,""Angkutan Umum Integrasi"",""7D"",""Pancoran - TMII"",17735.0"
"2021,9,""Angkutan Umum Integrasi"",""7B"",""Kampung Rambutan - Blok M"",63312.0"
"2021,9,""Angkutan Umum Integrasi"",""7A"",""Kampung Rambutan - Lebak Bulus"",65877.0"
"2021,9,""Angkutan Umum Integrasi"",""6R"",""Ragunan - Stasin MRT Fatmawati"",0.0"
"2021,9,""Angkutan Umum Integrasi"",""6N"",""Ragunan - Blok M via Kemang"",21774.0"
"2021,9,""Angkutan Umum Integrasi"",""6M"",""Stasiun Manggarai - Blok  M"",18302.0"
"2021,9,""Angkutan Umum Integrasi"",""6H"",""Senen - Lebak Bulus"",18253.0"
"2021,9,""Angkutan Umum Integrasi"",""6C"",""Stasin Tebet - Karet via Patra Kuningan"",79500.0"
"2021,9,""Angkutan Umum Integrasi"",""5M"",""Kampung Melayu - Tanah Abang via Cikini"",69464.0"
"2021,9,""Angkutan Umum Integrasi"",""5F"",""Kampung Melayu - Tanah Abang"",13037.0"
"2021,9,""Angkutan Umum Integrasi"",""5B"",""Stasiun Tebet - Bidara Cina"",6075.0"
"2021,9,""Angkutan Umum Integrasi"",""4F"",""Pinang Ranti - Pulo Gadung"",33478.0"
"2021,9,""Angkutan Umum Integrasi"",""4B"",""Stasiun Manggarai - UI"",29193.0"
"2021,9,""Angkutan Umum Integrasi"",""3E"",""Sentraland Cengkareng - Puri Kembangan"",22173.0"
"2021,9,""Angkutan Umum Integrasi"",""1R"",""Senen - Tanah Abang"",11913.0"
"2021,9,""Angkutan Umum Integrasi"",""1Q"",""Rempoa - Blok M"",22527.0"
"2021,9,""Angkutan Umum Integrasi"",""1P"",""Senen - Bundaran Senayan"",7611.0"
"2021,9,""Angkutan Umum Integrasi"",""1N"",""Tanah Abang - Blok M"",12148.0"
"2021,9,""Angkutan Umum Integrasi"",""1M"",""Meruya - Blok M"",18366.0"
"2021,9,""Angkutan Umum Integrasi"",""1H"",""Tanah Abang - Stasiun Gondangdia"",32607.0"
"2021,9,""Angkutan Umum Integrasi"",""1F"",""Stasiun Palmerah - Bundaran Senayan"",0.0"
"2021,9,""Angkutan Umum Integrasi"",""1E"",""Pondok  Labu - Blok M"",65276.0"
"2021,9,""Angkutan Umum Integrasi"",""1C"",""Pesanggrahan - Blok M"",12038.0"
"2021,9,""Angkutan Umum Integrasi"",""1B"",""Stasiun Palmerah - Tosari"",25509.0"
"2021,9,""Angkutan Umum Integrasi"",""1A "",""PIK - Balai Kota"",54065.0"
"2021,9,""Angkutan Umum Integrasi"",""12B"",""Pluit - Senen"",8145.0"
"2021,9,""Angkutan Umum Integrasi"",""11Q"",""Kampung Melayu - Pulo Gebang via BKT"",9875.0"
"2021,9,""Angkutan Umum Integrasi"",""11D"",""Pulo Gebang - Pulo Gadung 2 via PIK"",48895.0"
"2021,9,""Angkutan Umum Integrasi"",""10K"",""Tanjung Priok - Senen via Taman  BMW"",32614.0"
"2021,9,""Angkutan Umum Integrasi"",""GR4"",""Taman Kota Intan - Museum Bahari"",91.0"
"2021,9,""Angkutan Umum Integrasi"",""GR5"",""Kota Tua Explorer"",15.0"
"2021,10,""Mikrotrans"",""JAK.88"",""Terminal Tanjung Priok - Ancol Barat"",31197.0"
"2021,10,""Mikrotrans"",""JAK.85"",""Bintara - Cipinang Indah"",30711.0"
"2021,10,""Mikrotrans"",""JAK.84"",""Terminal Kampung Melayu - Kapin Raya"",40186.0"
"2021,10,""Mikrotrans"",""JAK.80"",""Rawa Buaya - Rawa Kompeni"",61883.0"
"2021,10,""Mikrotrans"",""JA.77"",""Tanjung Priok - Jembatan Item"",66616.0"
"2021,10,""Mikrotrans"",""JAK.75"",""Cililitan - Kp. Pulo"",50363.0"
"2021,10,""Mikrotrans"",""JAK.74"",""Terminal Rawamangun - Cipinang Muara"",50676.0"
"2021,10,""Mikrotrans"",""JAK.73"",""Jambore Cibubur - Pasar Rebo"",75846.0"
"2021,10,""Mikrotrans"",""JAK.72"",""Kampung Rambutan - Pasar Rebo via Poncol"",97831.0"
"2021,10,""Mikrotrans"",""JAK.71"",""Kampung Rambutan - Pinang Ranti"",57649.0"
"2021,10,""Mikrotrans"",""JAK.64"",""Lenteng Agung - Aseli"",52926.0"
"2021,10,""Mikrotrans"",""JAK.61"",""Cempaka Putih - Pulo Gadung via Kelapa Gading"",35233.0"
"2021,10,""Mikrotrans"",""JAK.60"",""Kelapa Gading - Rusun Kemayoran"",69665.0"
"2021,10,""Mikrotrans"",""JAK.59"",""Rawamangun - Tanah Merah"",72106.0"
"2021,10,""Mikrotrans"",""JAK.58"",""Cilingcing - Rorotan"",91654.0"
"2021,10,""Mikrotrans"",""JAK.56"",""Grogol - Srengseng"",49293.0"
"2021,10,""Mikrotrans"",""JAK.54"",""Grogol - Benhil"",41815.0"
"2021,10,""Mikrotrans"",""JAK.53"",""Grogol - Pos Pengumben via Slipi"",46344.0"
"2021,10,""Mikrotrans"",""JAK.52"",""Kalideres - Muara Angke"",65266.0"
"2021,10,""Mikrotrans"",""JAK.51"",""Taman Kota - Budi Luhur"",104140.0"
"2021,10,""Mikrotrans"",""JAK.50"",""Kalideres - Puri Kembangan"",69097.0"
"2021,10,""Mikrotrans"",""JAK.49"",""Lebak Bulus - Cipulir"",44014.0"
"2021,10,""Mikrotrans"",""JAK.47"",""Pasar Minggu - Ciganjur via KB Ragunan"",50597.0"
"2021,10,""Mikrotrans"",""JAK.46"",""Pasar Minggu - Jagakarsa"",83425.0"
"2021,10,""Mikrotrans"",""JAK.45"",""Lebak Bulus - Ragunan"",48167.0"
"2021,10,""Mikrotrans"",""JAK.44"",""Andara - Stasiun Universitas Pancasila"",64885.0"
"2021,10,""Mikrotrans"",""JAK.43"",""Tongtek - Cililitan"",94923.0"
"2021,10,""Mikrotrans"",""JAK.42"",""Kampung Melayu - Pondok Kelapa"",71096.0"
"2021,10,""Mikrotrans"",""JAK.41"",""Kampung Melayu - Ppulo Gadung"",46177.0"
"2021,10,""Mikrotrans"",""JAK.40"",""Harapan Baru - Pulo Gebang via Rawa Kuning"",41534.0"
"2021,10,""Mikrotrans"",""JAK.39"",""Kalimalang - Duren Sawit"",63975.0"
"2021,10,""Mikrotrans"",""JAK.38"",""Bulak Ringin - Kampung Rambutan"",46304.0"
"2021,10,""Mikrotrans"",""JAK.37"",""Cililitan - Condet via Kayu Manis"",59214.0"
"2021,10,""Mikrotrans"",""JAK.36"",""Cilangkap - Cililitan"",64162.0"
"2021,10,""Mikrotrans"",""JAK.35"",""Pangkalan  Jati - Rawamangun"",32715.0"
"2021,10,""Mikrotrans"",""JAK.34"",""Rawamangun - Klender"",69978.0"
"2021,10,""Mikrotrans"",""JAK.33"",""Pulo Gadung - Kota"",51615.0"
"2021,10,""Mikrotrans"",""JAK.32"",""Lebak Bulus - Petukangan"",79962.0"
"2021,10,""Mikrotrans"",""JAK.31"",""Blok M - Andara"",60715.0"
"2021,10,""Mikrotrans"",""JAK.30"",""Grogol - Meruya via Roxy"",133054.0"
"2021,10,""Mikrotrans"",""JAK.29"",""Tanjung Priok - Sukapura"",117647.0"
"2021,10,""Mikrotrans"",""JAK.28"",""Kp. Rambutan - Taman Wiladatika"",62587.0"
"2021,10,""Mikrotrans"",""JAK.27"",""Pulo Gebang - Rorotan"",51771.0"
"2021,10,""Mikrotrans"",""JAK.26"",""Rawamangun - Duren Sawit"",43232.0"
"2021,10,""Mikrotrans"",""JAK.25"",""Kp. Rambutan - Kalisari"",49474.0"
